,Close,High,Low,Open,Volume,date,weekday,month
0,5993.25,6006.049805,5982.0,5982.600098,0,02-01-2013,2,1
1,6009.5,6017.0,5986.549805,6015.799805,0,03-01-2013,3,1
2,6016.149902,6020.75,5981.549805,6011.950195,0,04-01-2013,4,1
3,5988.399902,6042.149902,5977.149902,6042.149902,0,07-01-2013,0,1
4,6001.700195,6007.049805,5964.399902,5983.450195,0,08-01-2013,1,1
5,5971.5,6020.100098,5958.450195,6006.200195,0,09-01-2013,2,1
6,5968.649902,6005.149902,5947.299805,5998.799805,0,10-01-2013,3,1
7,5951.299805,6018.850098,5940.600098,6012.399902,0,11-01-2013,4,1
8,6024.049805,6036.899902,5962.149902,5967.200195,0,14-01-2013,0,1
9,6056.600098,6068.5,6018.600098,6037.850098,0,15-01-2013,1,1
10,6001.850098,6055.950195,5992.049805,6049.0,0,16-01-2013,2,1
11,6039.200195,6053.200195,5988.100098,6001.25,0,17-01-2013,3,1
12,6064.399902,6083.399902,6048.299805,6059.850098,0,18-01-2013,4,1
13,6082.299805,6094.350098,6065.100098,6085.75,130900,21-01-2013,0,1
14,6048.5,6101.299805,6040.5,6080.149902,129000,22-01-2013,1,1
15,6054.299805,6069.799805,6021.149902,6052.850098,137000,23-01-2013,2,1
16,6019.350098,6065.299805,6007.850098,6046.200195,185200,24-01-2013,3,1
17,6074.649902,6080.549805,6014.450195,6024.5,147600,25-01-2013,4,1
18,6074.799805,6088.399902,6061.399902,6082.100098,113100,28-01-2013,0,1
19,6049.899902,6111.799805,6042.450195,6064.700195,157600,29-01-2013,1,1
20,6055.75,6071.950195,6044.149902,6065.0,124200,30-01-2013,2,1
21,6034.75,6058.049805,6025.149902,6045.649902,168500,31-01-2013,3,1
22,5998.899902,6052.950195,5983.200195,6040.950195,159300,01-02-2013,4,2
23,5987.25,6038.5,5981.25,6025.200195,141700,04-02-2013,0,2
24,5956.899902,5970.350098,5946.899902,5948.200195,136200,05-02-2013,1,2
25,5959.200195,5990.899902,5953.149902,5988.049805,157800,06-02-2013,2,2
26,5938.799805,5978.5,5927.600098,5936.450195,157600,07-02-2013,3,2
27,5903.5,5953.700195,5883.649902,5929.100098,192600,08-02-2013,4,2
28,5897.850098,5924.149902,5879.100098,5920.049805,122000,11-02-2013,0,2
29,5922.5,5927.649902,5886.450195,5894.350098,142800,12-02-2013,1,2
30,5932.950195,5969.5,5922.950195,5943.149902,142600,13-02-2013,2,2
31,5896.950195,5940.200195,5884.549805,5933.200195,143800,14-02-2013,3,2
32,5887.399902,5899.950195,5853.899902,5869.950195,125100,15-02-2013,4,2
33,5898.200195,5911.0,5878.450195,5888.649902,114300,18-02-2013,0,2
34,5939.700195,5947.549805,5883.149902,5900.200195,101000,19-02-2013,1,2
35,5943.049805,5971.0,5937.549805,5966.299805,135400,20-02-2013,2,2
36,5852.25,5921.149902,5844.399902,5909.649902,159400,21-02-2013,3,2
37,5850.299805,5873.799805,5835.799805,5837.950195,157000,22-02-2013,4,2
38,5854.75,5878.399902,5825.0,5870.549805,125100,25-02-2013,0,2
39,5761.350098,5838.850098,5748.600098,5838.299805,157400,26-02-2013,1,2
40,5796.899902,5818.200195,5749.700195,5784.899902,175200,27-02-2013,2,2
41,5693.049805,5849.899902,5671.899902,5834.350098,334900,28-02-2013,3,2
42,5719.700195,5739.450195,5679.899902,5702.450195,174500,01-03-2013,4,3
43,5698.5,5712.0,5663.600098,5704.700195,144900,04-03-2013,0,3
44,5784.25,5790.100098,5722.399902,5722.450195,154400,05-03-2013,1,3
45,5818.600098,5828.700195,5795.049805,5816.399902,156900,06-03-2013,2,3
46,5863.299805,5878.0,5801.299805,5801.299805,134700,07-03-2013,3,3
47,5945.700195,5952.850098,5883.0,5883.649902,150800,08-03-2013,4,3
48,5942.350098,5971.200195,5930.350098,5946.100098,125400,11-03-2013,0,3
49,5914.100098,5952.0,5893.649902,5944.600098,115900,12-03-2013,1,3
50,5851.200195,5893.850098,5842.25,5884.799805,116700,13-03-2013,2,3
51,5908.950195,5920.149902,5791.75,5845.950195,149000,14-03-2013,3,3
52,5872.600098,5945.649902,5861.0,5914.899902,152200,15-03-2013,4,3
53,5835.25,5850.200195,5814.350098,5816.75,102700,18-03-2013,0,3
54,5745.950195,5863.600098,5724.299805,5859.5,182300,19-03-2013,1,3
55,5694.399902,5745.299805,5682.299805,5740.549805,187600,20-03-2013,2,3
56,5658.75,5757.75,5647.950195,5705.899902,179200,21-03-2013,3,3
57,5651.350098,5691.450195,5631.799805,5659.799805,165300,22-03-2013,4,3
58,5633.850098,5718.399902,5624.399902,5707.299805,150400,25-03-2013,0,3
59,5641.600098,5655.299805,5612.049805,5613.75,126500,26-03-2013,1,3
60,5682.549805,5692.950195,5604.850098,5647.75,209700,28-03-2013,3,3
61,5704.399902,5720.950195,5675.899902,5697.350098,97800,01-04-2013,0,4
62,5748.100098,5754.600098,5687.149902,5701.700195,106400,02-04-2013,1,4
63,5672.899902,5744.950195,5650.100098,5740.200195,140700,03-04-2013,2,4
64,5574.75,5644.450195,5565.649902,5640.649902,134600,04-04-2013,3,4
65,5553.25,5577.299805,5534.700195,5568.100098,137500,05-04-2013,4,4
66,5542.950195,5569.200195,5537.049805,5550.5,97000,08-04-2013,0,4
67,5495.100098,5603.049805,5487.0,5568.75,138200,09-04-2013,1,4
68,5558.700195,5569.25,5477.200195,5536.25,128600,10-04-2013,2,4
69,5594.0,5610.649902,5542.850098,5601.649902,146800,11-04-2013,3,4
70,5528.549805,5544.5,5494.899902,5520.700195,127300,12-04-2013,4,4
71,5568.399902,5592.850098,5500.299805,5508.5,142900,15-04-2013,0,4
72,5688.950195,5699.25,5555.850098,5562.450195,142700,16-04-2013,1,4
73,5688.700195,5732.149902,5669.0,5708.649902,154600,17-04-2013,2,4
74,5783.100098,5794.350098,5681.850098,5682.700195,149900,18-04-2013,3,4
75,5834.399902,5844.850098,5789.799805,5789.850098,135100,22-04-2013,0,4
76,5836.899902,5844.299805,5791.549805,5843.100098,132200,23-04-2013,1,4
77,5916.299805,5924.600098,5853.299805,5856.100098,199600,25-04-2013,3,4
78,5871.450195,5907.049805,5860.5,5899.75,141300,26-04-2013,4,4
79,5904.100098,5918.649902,5868.799805,5877.600098,118900,29-04-2013,0,4
80,5930.200195,5962.299805,5867.799805,5932.600098,153200,30-04-2013,1,4
81,5999.350098,6019.450195,5910.950195,5911.399902,162400,02-05-2013,3,5
82,5944.0,6000.299805,5930.149902,5993.5,145800,03-05-2013,4,5
83,5971.049805,5976.5,5928.450195,5944.899902,110200,06-05-2013,0,5
84,6043.549805,6050.5,5982.950195,5983.450195,136400,07-05-2013,1,5
85,6069.299805,6083.549805,6024.950195,6064.149902,122300,08-05-2013,2,5
86,6050.149902,6084.700195,6040.450195,6078.350098,110000,09-05-2013,3,5
87,6094.75,6105.299805,6045.600098,6046.25,111400,10-05-2013,4,5
88,5980.450195,6104.950195,5972.899902,6098.200195,107900,13-05-2013,0,5
89,5995.399902,6026.200195,5970.049805,5989.700195,119300,14-05-2013,1,5
90,6146.75,6157.100098,6018.850098,6018.850098,153900,15-05-2013,2,5
91,6169.899902,6187.299805,6128.25,6128.25,158600,16-05-2013,3,5
92,6187.299805,6199.950195,6146.149902,6172.950195,147300,17-05-2013,4,5
93,6156.899902,6229.450195,6146.049805,6198.0,122300,20-05-2013,0,5
94,6114.100098,6180.25,6102.350098,6152.350098,130600,21-05-2013,1,5
95,6094.5,6147.600098,6074.450195,6127.049805,133800,22-05-2013,2,5
96,5967.049805,6081.450195,5955.700195,6050.399902,198900,23-05-2013,3,5
97,5983.549805,6015.299805,5936.799805,6010.700195,161600,24-05-2013,4,5
98,6083.149902,6099.899902,5975.549805,5989.399902,115100,27-05-2013,0,5
99,6111.25,6127.649902,6055.399902,6086.350098,139700,28-05-2013,1,5
100,6104.299805,6125.049805,6069.799805,6120.450195,120200,29-05-2013,2,5
101,6124.049805,6133.75,6072.149902,6072.149902,194100,30-05-2013,3,5
102,5985.950195,6106.25,5975.549805,6098.700195,175300,31-05-2013,4,5
103,5939.299805,6011.0,5916.350098,5997.350098,112100,03-06-2013,0,6
104,5919.450195,5981.600098,5910.25,5941.100098,114500,04-06-2013,1,6
105,5923.850098,5935.200195,5883.700195,5908.299805,110200,05-06-2013,2,6
106,5921.399902,5956.549805,5869.5,5895.0,114200,06-06-2013,3,6
107,5881.0,5972.700195,5871.299805,5900.049805,118300,07-06-2013,4,6
108,5878.0,5931.649902,5857.399902,5907.899902,100100,10-06-2013,0,6
109,5788.799805,5868.049805,5780.350098,5848.75,180900,11-06-2013,1,6
110,5760.200195,5792.899902,5738.600098,5771.75,140400,12-06-2013,2,6
111,5699.100098,5729.850098,5683.100098,5709.350098,142000,13-06-2013,3,6
112,5808.399902,5819.399902,5739.399902,5748.950195,124400,14-06-2013,4,6
113,5850.049805,5854.899902,5770.25,5820.399902,107200,17-06-2013,0,6
114,5813.600098,5863.399902,5804.299805,5841.899902,117500,18-06-2013,1,6
115,5822.25,5828.399902,5777.899902,5805.75,115500,19-06-2013,2,6
116,5655.899902,5755.0,5645.649902,5754.149902,198400,20-06-2013,3,6
117,5667.649902,5686.149902,5616.850098,5639.899902,182400,21-06-2013,4,6
118,5590.25,5640.0,5566.25,5638.049805,193500,24-06-2013,0,6
119,5609.100098,5666.25,5570.25,5606.950195,196600,25-06-2013,1,6
120,5588.700195,5635.25,5579.350098,5627.950195,160100,26-06-2013,2,6
121,5682.350098,5699.350098,5630.950195,5647.950195,239000,27-06-2013,3,6
122,5842.200195,5852.950195,5749.5,5749.5,214400,28-06-2013,4,6
123,5898.850098,5904.350098,5822.200195,5834.100098,144800,01-07-2013,0,7
124,5857.549805,5898.799805,5852.299805,5885.5,145700,02-07-2013,1,7
125,5770.899902,5815.0,5760.399902,5811.950195,160500,03-07-2013,2,7
126,5836.950195,5848.200195,5786.049805,5794.75,151900,04-07-2013,3,7
127,5867.899902,5900.450195,5858.450195,5889.950195,123600,05-07-2013,4,7
128,5811.549805,5833.850098,5775.549805,5833.149902,127600,08-07-2013,0,7
129,5859.0,5864.950195,5834.600098,5834.600098,110400,09-07-2013,1,7
130,5816.700195,5879.350098,5802.850098,5869.899902,117500,10-07-2013,2,7
131,5935.100098,5948.850098,5887.950195,5894.5,120200,11-07-2013,3,7
132,6009.0,6019.0,5951.149902,6000.5,127700,12-07-2013,4,7
133,6030.799805,6038.200195,5980.950195,5991.200195,116300,15-07-2013,0,7
134,5955.25,5966.049805,5910.950195,5930.799805,151200,16-07-2013,1,7
135,5973.299805,5989.799805,5926.75,5972.25,191500,17-07-2013,2,7
136,6038.049805,6051.100098,5974.549805,5984.700195,171700,18-07-2013,3,7
137,6029.200195,6066.850098,6020.25,6057.200195,163300,19-07-2013,4,7
138,6031.799805,6064.149902,6004.25,6009.75,115200,22-07-2013,0,7
139,6077.799805,6093.350098,6061.299805,6064.299805,126500,23-07-2013,1,7
140,5990.5,6047.25,5962.600098,6032.200195,151900,24-07-2013,2,7
141,5907.5,5990.649902,5896.399902,5970.399902,237100,25-07-2013,3,7
142,5886.200195,5944.5,5869.5,5937.950195,174500,26-07-2013,4,7
143,5831.649902,5886.0,5825.799805,5869.950195,173400,29-07-2013,0,7
144,5755.049805,5861.299805,5747.600098,5836.049805,181500,30-07-2013,1,7
145,5742.0,5752.100098,5675.75,5738.350098,235500,31-07-2013,2,7
146,5727.850098,5808.5,5676.850098,5776.899902,216800,01-08-2013,3,8
147,5677.899902,5761.850098,5649.0,5750.049805,222500,02-08-2013,4,8
148,5685.399902,5721.0,5661.5,5682.399902,197200,05-08-2013,0,8
149,5542.25,5664.899902,5521.799805,5664.899902,216200,06-08-2013,1,8
150,5519.100098,5561.450195,5486.850098,5549.299805,245000,07-08-2013,2,8
151,5565.649902,5577.600098,5510.049805,5510.049805,204900,08-08-2013,3,8
152,5612.399902,5644.100098,5557.100098,5606.700195,195700,12-08-2013,0,8
153,5699.299805,5704.75,5578.899902,5600.25,223000,13-08-2013,1,8
154,5742.299805,5754.549805,5690.200195,5715.399902,223700,14-08-2013,2,8
155,5507.850098,5716.600098,5496.049805,5705.450195,248100,16-08-2013,4,8
156,5414.75,5499.649902,5360.649902,5497.549805,219700,19-08-2013,0,8
157,5401.450195,5417.799805,5306.350098,5353.450195,261100,20-08-2013,1,8
158,5302.549805,5504.100098,5268.450195,5494.450195,255000,21-08-2013,2,8
159,5408.450195,5418.950195,5254.049805,5282.799805,284500,22-08-2013,3,8
160,5471.75,5478.799805,5377.799805,5428.75,251500,23-08-2013,4,8
161,5476.5,5528.700195,5454.450195,5499.399902,242000,26-08-2013,0,8
162,5287.450195,5427.399902,5274.25,5426.5,306000,27-08-2013,1,8
163,5285.0,5317.700195,5118.850098,5233.450195,336000,28-08-2013,2,8
164,5409.049805,5428.899902,5303.0,5316.5,326500,29-08-2013,3,8
165,5471.799805,5493.299805,5360.200195,5407.450195,336400,30-08-2013,4,8
166,5550.75,5564.899902,5478.850098,5480.25,214200,02-09-2013,0,9
167,5341.450195,5580.950195,5323.75,5574.700195,250300,03-09-2013,1,9
168,5448.100098,5460.25,5318.899902,5358.649902,237200,04-09-2013,2,9
169,5592.950195,5625.75,5552.700195,5553.75,274900,05-09-2013,3,9
170,5680.399902,5688.600098,5566.149902,5617.450195,253000,06-09-2013,4,9
171,5896.75,5904.850098,5738.200195,5738.5,275200,10-09-2013,1,9
172,5913.149902,5924.350098,5832.700195,5887.25,265000,11-09-2013,2,9
173,5850.700195,5932.0,5815.799805,5931.149902,273000,12-09-2013,3,9
174,5850.600098,5884.299805,5822.899902,5828.0,190800,13-09-2013,4,9
175,5840.549805,5957.25,5798.149902,5930.299805,219500,16-09-2013,0,9
176,5850.200195,5857.799805,5804.899902,5824.200195,157900,17-09-2013,1,9
177,5899.450195,5916.899902,5840.200195,5872.75,153600,18-09-2013,2,9
178,6115.549805,6142.5,6040.149902,6044.149902,287200,19-09-2013,3,9
179,6012.100098,6130.950195,5932.850098,6104.549805,318600,20-09-2013,4,9
180,5889.75,5989.399902,5871.399902,5945.799805,188300,23-09-2013,0,9
181,5892.450195,5938.399902,5854.549805,5855.0,187600,24-09-2013,1,9
182,5873.850098,5910.549805,5811.100098,5901.549805,200200,25-09-2013,2,9
183,5882.25,5917.649902,5864.100098,5872.799805,220600,26-09-2013,3,9
184,5833.200195,5909.200195,5819.299805,5905.549805,163100,27-09-2013,4,9
185,5735.299805,5810.200195,5718.5,5801.049805,155700,30-09-2013,0,9
186,5780.049805,5786.450195,5700.950195,5756.100098,159200,01-10-2013,1,10
187,5909.700195,5917.600098,5802.700195,5819.100098,199800,03-10-2013,3,10
188,5907.299805,5950.450195,5885.0,5891.299805,191500,04-10-2013,4,10
189,5906.149902,5912.0,5825.850098,5889.049805,156400,07-10-2013,0,10
190,5928.399902,5981.700195,5913.0,5975.0,158500,08-10-2013,1,10
191,6007.450195,6015.5,5877.100098,5893.25,192000,09-10-2013,2,10
192,6020.950195,6033.950195,5979.799805,6001.049805,159600,10-10-2013,3,10
193,6096.200195,6107.600098,6046.399902,6104.850098,180800,11-10-2013,4,10
194,6112.700195,6124.100098,6082.899902,6093.0,142200,14-10-2013,0,10
195,6089.049805,6156.299805,6056.549805,6147.549805,218300,15-10-2013,1,10
196,6045.850098,6110.75,6032.549805,6098.5,230600,17-10-2013,3,10
197,6189.350098,6201.450195,6070.899902,6070.899902,250300,18-10-2013,4,10
198,6204.950195,6218.950195,6163.299805,6202.0,197000,21-10-2013,0,10
199,6202.799805,6220.100098,6181.799805,6192.299805,161900,22-10-2013,1,10
200,6178.350098,6217.950195,6116.600098,6209.549805,188300,23-10-2013,2,10
201,6164.350098,6252.450195,6142.950195,6162.799805,148900,24-10-2013,3,10
202,6144.899902,6174.75,6125.950195,6154.0,144500,25-10-2013,4,10
203,6101.100098,6168.75,6094.100098,6155.100098,146300,28-10-2013,0,10
204,6220.899902,6228.049805,6079.200195,6107.549805,197300,29-10-2013,1,10
205,6251.700195,6269.200195,6222.600098,6230.799805,177600,30-10-2013,2,10
206,6299.149902,6309.049805,6235.899902,6237.149902,239600,31-10-2013,3,10
207,6307.200195,6332.600098,6286.950195,6289.75,191600,01-11-2013,4,11
208,6253.149902,6304.75,6244.299805,6282.149902,181100,05-11-2013,1,11
209,6215.149902,6269.700195,6208.700195,6260.549805,157100,06-11-2013,2,11
210,6187.25,6288.950195,6180.799805,6228.899902,168800,07-11-2013,3,11
211,6140.75,6185.149902,6120.950195,6170.149902,150100,08-11-2013,4,11
212,6078.799805,6141.649902,6067.75,6110.399902,146100,11-11-2013,0,11
213,6018.049805,6108.700195,6011.75,6087.25,153800,12-11-2013,1,11
214,5989.600098,6042.25,5972.450195,5998.850098,162500,13-11-2013,2,11
215,6056.149902,6101.649902,6036.649902,6037.0,154900,14-11-2013,3,11
216,6189.0,6196.799805,6110.399902,6111.049805,164000,18-11-2013,0,11
217,6203.350098,6212.399902,6180.200195,6197.25,161500,19-11-2013,1,11
218,6122.899902,6204.350098,6106.950195,6186.850098,155800,20-11-2013,2,11
219,5999.049805,6097.350098,5985.399902,6096.5,137200,21-11-2013,3,11
220,5995.450195,6049.600098,5972.799805,6027.350098,134800,22-11-2013,4,11
221,6115.350098,6123.5,6035.950195,6035.950195,127200,25-11-2013,0,11
222,6059.100098,6112.700195,6047.75,6099.25,150700,26-11-2013,1,11
223,6057.100098,6074.0,6030.299805,6062.700195,124900,27-11-2013,2,11
224,6091.850098,6112.950195,6068.299805,6092.0,195300,28-11-2013,3,11
225,6176.100098,6182.5,6103.799805,6103.899902,190700,29-11-2013,4,11
226,6217.850098,6228.700195,6171.149902,6171.149902,145900,02-12-2013,0,12
227,6201.850098,6225.399902,6191.399902,6204.25,156900,03-12-2013,1,12
228,6160.950195,6209.149902,6149.899902,6187.950195,186200,04-12-2013,2,12
229,6241.100098,6300.549805,6232.0,6262.450195,186100,05-12-2013,3,12
230,6259.899902,6275.350098,6230.75,6234.399902,158500,06-12-2013,4,12
231,6363.899902,6415.25,6345.0,6415.0,198300,09-12-2013,0,12
232,6332.850098,6362.25,6307.549805,6354.700195,242400,10-12-2013,1,12
233,6307.899902,6326.600098,6280.25,6307.200195,148200,11-12-2013,2,12
234,6237.049805,6286.850098,6230.549805,6276.75,148500,12-12-2013,3,12
235,6168.399902,6208.600098,6161.399902,6201.299805,169700,13-12-2013,4,12
236,6154.700195,6183.25,6146.049805,6168.350098,146500,16-12-2013,0,12
237,6139.049805,6190.549805,6133.0,6178.200195,154200,17-12-2013,1,12
238,6217.149902,6236.0,6129.950195,6129.950195,243300,18-12-2013,2,12
239,6166.649902,6263.75,6150.700195,6253.899902,437000,19-12-2013,3,12
240,6274.25,6284.5,6170.350098,6179.950195,172000,20-12-2013,4,12
241,6284.5,6317.5,6266.950195,6267.200195,131200,23-12-2013,0,12
242,6268.399902,6301.5,6262.0,6296.450195,107600,24-12-2013,1,12
243,6278.899902,6302.75,6259.450195,6270.100098,182300,26-12-2013,3,12
244,6313.799805,6324.899902,6289.399902,6292.799805,96900,27-12-2013,4,12
245,6291.100098,6344.049805,6273.149902,6336.399902,101300,30-12-2013,0,12
246,6304.0,6317.299805,6287.299805,6307.350098,103400,31-12-2013,1,12
247,6221.149902,6358.299805,6211.299805,6301.25,158100,02-01-2014,3,1
248,6211.149902,6221.700195,6171.25,6194.549805,139000,03-01-2014,4,1
249,6191.450195,6224.700195,6170.25,6220.850098,118300,06-01-2014,0,1
250,6162.25,6221.5,6144.75,6203.899902,138600,07-01-2014,1,1
251,6174.600098,6192.100098,6160.350098,6178.049805,146900,08-01-2014,2,1
252,6168.350098,6188.049805,6148.25,6181.700195,150100,09-01-2014,3,1
253,6171.450195,6239.100098,6139.600098,6178.850098,159900,10-01-2014,4,1
254,6272.75,6288.200195,6189.549805,6189.549805,135000,13-01-2014,0,1
255,6241.850098,6280.350098,6234.149902,6260.25,110200,14-01-2014,1,1
256,6320.899902,6325.200195,6265.299805,6265.950195,145900,15-01-2014,2,1
257,6318.899902,6346.5,6299.850098,6341.350098,153400,16-01-2014,3,1
258,6261.649902,6327.100098,6246.350098,6306.25,167700,17-01-2014,4,1
259,6303.950195,6307.450195,6243.350098,6261.75,122100,20-01-2014,0,1
260,6313.799805,6330.299805,6297.899902,6320.149902,141700,21-01-2014,1,1
261,6338.950195,6349.950195,6287.450195,6309.049805,137500,22-01-2014,2,1
262,6345.649902,6355.600098,6316.399902,6325.950195,120100,23-01-2014,3,1
263,6266.75,6331.450195,6263.899902,6301.649902,160300,24-01-2014,4,1
264,6135.850098,6188.549805,6130.25,6186.299805,190400,27-01-2014,0,1
265,6126.25,6163.600098,6085.950195,6131.850098,184100,28-01-2014,1,1
266,6120.25,6170.450195,6109.799805,6161.0,146700,29-01-2014,2,1
267,6073.700195,6082.850098,6027.25,6067.0,208100,30-01-2014,3,1
268,6089.5,6097.850098,6067.350098,6082.75,146700,31-01-2014,4,1
269,6001.799805,6074.850098,5994.450195,6058.799805,134900,03-02-2014,0,2
270,6000.899902,6017.799805,5933.299805,5947.600098,183300,04-02-2014,1,2
271,6022.399902,6028.049805,5962.049805,6004.25,166600,05-02-2014,2,2
272,6036.299805,6048.350098,5965.399902,6028.350098,185500,06-02-2014,3,2
273,6063.200195,6079.950195,6030.899902,6077.649902,181900,07-02-2014,4,2
274,6053.450195,6083.049805,6046.399902,6072.799805,133100,10-02-2014,0,2
275,6062.700195,6081.850098,6053.25,6072.450195,150500,11-02-2014,1,2
276,6084.0,6106.600098,6077.399902,6085.350098,138500,12-02-2014,2,2
277,6001.100098,6094.399902,5991.100098,6087.549805,153700,13-02-2014,3,2
278,6048.350098,6056.399902,5984.600098,6023.75,140200,14-02-2014,4,2
279,6127.100098,6141.700195,6066.799805,6071.299805,126600,18-02-2014,1,2
280,6152.75,6160.350098,6125.75,6132.049805,95200,19-02-2014,2,2
281,6091.450195,6129.100098,6086.450195,6127.149902,132100,20-02-2014,3,2
282,6155.450195,6159.649902,6108.0,6108.299805,112600,21-02-2014,4,2
283,6186.100098,6191.850098,6130.799805,6140.950195,144900,24-02-2014,0,2
284,6200.049805,6216.850098,6176.600098,6205.700195,146300,25-02-2014,1,2
285,6238.799805,6245.950195,6202.100098,6202.450195,181700,26-02-2014,2,2
286,6276.950195,6282.700195,6228.100098,6228.450195,180600,28-02-2014,4,2
287,6221.450195,6277.75,6212.25,6264.350098,144600,03-03-2014,0,3
288,6297.950195,6302.149902,6215.700195,6216.75,166800,04-03-2014,1,3
289,6328.649902,6336.25,6287.799805,6328.450195,160300,05-03-2014,2,3
290,6401.149902,6406.600098,6339.700195,6344.75,180700,06-03-2014,3,3
291,6526.649902,6537.799805,6413.549805,6413.950195,284900,07-03-2014,4,3
292,6537.25,6562.200195,6487.350098,6491.700195,242100,10-03-2014,0,3
293,6511.899902,6562.850098,6494.25,6537.350098,239000,11-03-2014,1,3
294,6516.899902,6546.149902,6487.299805,6497.5,175000,12-03-2014,2,3
295,6493.100098,6561.450195,6476.649902,6491.75,167900,13-03-2014,3,3
296,6504.200195,6518.450195,6432.700195,6447.25,177300,14-03-2014,4,3
297,6516.649902,6574.950195,6497.649902,6532.450195,179300,18-03-2014,1,3
298,6524.049805,6541.200195,6506.0,6530.0,172500,19-03-2014,2,3
299,6483.100098,6523.649902,6473.25,6508.350098,142000,20-03-2014,3,3
300,6493.200195,6522.899902,6485.700195,6515.200195,189900,21-03-2014,4,3
301,6583.5,6591.5,6510.5,6510.5,158400,24-03-2014,0,3
302,6589.75,6595.549805,6544.850098,6550.100098,168100,25-03-2014,1,3
303,6601.399902,6627.450195,6580.600098,6615.649902,186600,26-03-2014,2,3
304,6641.75,6673.950195,6599.5,6613.100098,312400,27-03-2014,3,3
305,6695.899902,6702.600098,6643.799805,6673.049805,184800,28-03-2014,4,3
306,6704.200195,6730.049805,6662.399902,6723.149902,220600,31-03-2014,0,3
307,6721.049805,6732.25,6675.450195,6729.5,177800,01-04-2014,1,4
308,6752.549805,6763.5,6723.600098,6757.600098,173300,02-04-2014,2,4
309,6736.100098,6776.75,6696.899902,6772.049805,197500,03-04-2014,3,4
310,6694.350098,6741.850098,6685.149902,6741.850098,155100,04-04-2014,4,4
311,6695.049805,6725.149902,6650.399902,6694.25,133900,07-04-2014,0,4
312,6796.200195,6808.700195,6705.100098,6722.0,169800,09-04-2014,2,4
313,6796.399902,6819.049805,6777.299805,6803.049805,191100,10-04-2014,3,4
314,6776.299805,6789.350098,6743.149902,6758.350098,140700,11-04-2014,4,4
315,6733.100098,6813.399902,6711.75,6792.700195,123200,15-04-2014,1,4
316,6675.299805,6748.649902,6665.149902,6727.25,119800,16-04-2014,2,4
317,6779.399902,6783.049805,6684.399902,6695.450195,131500,17-04-2014,3,4
318,6817.649902,6825.450195,6786.899902,6789.25,111800,21-04-2014,0,4
319,6815.350098,6838.0,6806.25,6822.899902,114700,22-04-2014,1,4
320,6840.799805,6861.600098,6820.75,6823.25,183000,23-04-2014,2,4
321,6782.75,6869.850098,6772.850098,6855.799805,154300,25-04-2014,4,4
322,6761.25,6786.25,6750.299805,6778.549805,118200,28-04-2014,0,4
323,6715.25,6779.700195,6708.649902,6769.0,115500,29-04-2014,1,4
324,6696.399902,6780.149902,6656.799805,6724.950195,161100,30-04-2014,2,4
325,6694.799805,6737.649902,6689.5,6709.950195,114300,02-05-2014,4,5
326,6699.350098,6741.049805,6680.450195,6681.649902,105000,05-05-2014,0,5
327,6715.299805,6743.450195,6701.899902,6719.25,88300,06-05-2014,1,5
328,6652.549805,6718.75,6642.899902,6708.600098,114100,07-05-2014,2,5
329,6659.850098,6688.399902,6638.549805,6669.899902,101600,08-05-2014,3,5
330,6858.799805,6871.350098,6652.149902,6654.149902,166400,09-05-2014,4,5
331,7014.25,7020.049805,6862.899902,6863.399902,157700,12-05-2014,0,5
